petition_id,label_length,abstract_length,num_signatures
5125,12,48,2229
11501,13,46,2228
8048,10,55,2225
11173,10,48,2223
11981,13,42,2220
11683,12,55,2219
10268,11,47,2218
290,10,25,2217
7845,11,38,2211
9394,9,46,2209
7717,11,24,2203
7277,11,44,2202
5621,13,42,2198
3989,9,50,2195
313,7,45,2194
5212,10,47,2192
3089,12,46,2191
8797,6,41,2191
11447,12,49,2190
2482,12,41,2185
10872,8,39,2185
6431,18,56,2183
1819,9,45,2182
8391,11,46,2181
4721,9,20,2177
3888,14,50,2166
11091,15,45,2166
2023,13,30,2158
1731,13,42,2157
2984,12,48,2154
9531,11,45,2153
143,12,54,2152
2372,11,48,2149
4715,6,52,2143
9466,9,46,2139
8874,13,49,2138
11426,14,52,2136
3230,5,37,2125
8244,12,51,2124
6753,13,56,2123
2506,12,44,2118
787,7,52,2115
11861,14,55,2114
7045,11,54,2112
2694,12,52,2109
12349,12,54,2105
3033,10,46,2105
10253,12,59,2102
5067,9,22,2100
8259,13,44,2095
4835,8,50,2090
8763,11,51,2089
9196,12,37,2087
8658,16,49,2084
10130,12,45,2083
9060,13,26,2083
1465,8,35,2076
1328,14,28,2076
6363,13,46,2074
9666,12,43,2072
8490,11,50,2066
10110,10,47,2061
3790,8,47,2060
1099,15,50,2050
2792,13,53,2047
7487,13,57,2047
2801,12,49,2040
6453,11,52,2039
11738,13,47,2035
11057,10,45,2034
1824,13,54,2028
4260,10,47,2028
3203,7,38,2025
2396,8,52,2018
642,12,45,2016
7081,13,52,2014
4106,14,53,2011
4946,15,45,2008
6984,14,52,2008
9833,9,51,2005
1477,12,34,2005
11023,13,49,2005
4977,15,25,2003
648,11,48,2001
12019,15,51,1993
4854,13,41,1992
2707,9,47,1989
5763,11,53,1988
4198,11,43,1986
10868,11,42,1985
11090,13,50,1981
6090,10,54,1981
9889,12,52,1980
8476,11,55,1979
4887,11,41,1976
11403,10,47,1975
1325,10,23,1975
9329,9,33,1972
11294,3,47,1967
4373,9,30,1966
3213,12,44,1964
9362,13,52,1962
6057,14,50,1955
2885,10,14,1955
7533,11,49,1952
9543,13,58,1951
2352,11,43,1948
12084,13,53,1948
638,12,23,1935
10668,14,53,1933
12234,7,24,1933
10246,14,41,1933
4463,13,34,1932
7103,8,51,1926
9221,13,47,1921
3278,15,52,1921
7534,13,45,1920
8564,12,54,1919
9878,8,52,1918
62,10,52,1918
10011,14,56,1914
7252,8,41,1913
8185,14,51,1913
2523,5,41,1911
3457,12,56,1911
3001,13,49,1904
4077,12,38,1902
8278,14,41,1900
169,14,48,1896
2027,9,17,1894
6907,13,49,1893
4594,13,52,1892
6275,11,49,1890
3369,14,38,1883
1040,8,51,1882
2306,10,54,1881
498,9,40,1875
485,14,39,1873
1207,7,59,1872
5424,14,39,1858
1273,8,49,1855
1009,13,51,1851
4267,8,44,1847
11473,8,51,1845
2474,14,45,1844
917,10,43,1843
7951,14,48,1840
8681,7,36,1838
5870,12,50,1832
2088,11,29,1828
7286,13,48,1827
3851,10,43,1827
6356,11,54,1826
8966,11,44,1825
11658,10,45,1824
9597,11,53,1823
12029,6,45,1818
2910,13,49,1813
9664,13,41,1812
11884,12,41,1807
7790,8,47,1807
3878,10,24,1807
2374,16,49,1803
2319,14,47,1801
10189,13,45,1796
10092,12,46,1790
7936,14,50,1789
5035,11,41,1788
10609,12,56,1785
865,8,48,1784
7746,7,48,1783
9563,12,50,1782
4394,13,42,1782
9774,12,51,1781
5368,15,47,1781
315,10,44,1777
7462,8,21,1772
569,11,52,1767
897,13,43,1765
5182,6,49,1765
7390,9,49,1762
1457,13,45,1759
1479,8,62,1755
2039,11,35,1753
6968,10,50,1752
8929,14,50,1752
263,12,50,1751
11948,13,51,1748
1803,9,45,1746
12268,11,52,1744
3219,13,46,1739
10197,14,41,1735
2487,13,42,1730
4730,6,51,1730
10902,12,44,1730
203,11,58,1729
2149,14,56,1729
6050,8,51,1727
1171,11,51,1723
1733,12,47,1721
6915,13,54,1719
7975,12,52,1717
7738,13,45,1712
625,9,43,1710
4015,8,54,1708
6290,12,50,1708
8155,12,51,1699
5704,9,50,1695
9997,8,53,1694
7115,8,29,1692
9737,14,45,1690
2133,12,41,1683
891,15,51,1682
1472,13,47,1680
5304,10,54,1679
645,12,49,1678
8891,13,58,1677
4857,11,47,1675
2887,13,47,1673
10964,8,7,1672
11047,10,48,1670
4698,15,51,1664
9636,14,60,1663
161,8,47,1661
7027,11,32,1661
5591,7,53,1659
4725,12,44,1659
5531,12,45,1657
5824,15,52,1656
5728,10,35,1652
2588,5,52,1652
2090,4,45,1650
5074,10,47,1644
1402,14,49,1638
4460,6,49,1638
6716,13,54,1638
554,11,48,1632
9788,10,43,1632
7268,12,19,1631
5245,12,52,1625
1753,11,38,1623
10702,14,47,1620
1195,9,49,1616
2262,11,50,1616
9447,15,53,1614
4405,12,31,1614
12250,7,51,1614
8831,11,50,1613
4704,12,50,1610
8662,11,50,1608
2109,9,39,1606
8269,13,42,1601
10156,9,46,1597
6230,12,56,1597
1016,12,44,1596
5083,12,52,1592
10866,14,24,1590
3378,13,49,1590
1970,6,36,1588
9604,7,48,1587
2363,9,50,1580
2057,15,44,1578
690,13,32,1577
3925,15,50,1576
2343,13,54,1575
2124,15,49,1574
5633,8,57,1574
10165,13,55,1573
5643,7,29,1572
10437,17,38,1570
2896,13,48,1569
2267,9,53,1568
1056,9,46,1563
5137,11,53,1562
6128,11,46,1561
5640,9,51,1561
1247,14,50,1561
12046,11,41,1560
5007,11,24,1560
3002,12,54,1555
3605,11,47,1555
9514,13,50,1554
6066,8,20,1553
4175,11,41,1552
9331,10,53,1547
5421,11,40,1547
999,14,50,1537
8720,10,45,1536
9224,7,52,1535
2037,14,51,1535
3220,14,51,1533
2370,9,45,1532
837,7,47,1531
8446,11,54,1529
5796,13,50,1528
12147,12,56,1528
9930,15,58,1525
2103,8,39,1524
8536,13,52,1520
9470,5,41,1518
2147,12,44,1516
11922,15,23,1515
10898,12,54,1514
10116,11,31,1511
7278,9,50,1507
9907,12,54,1506
10493,9,44,1505
9507,10,20,1505
2017,10,46,1500
3810,10,55,1496
12028,9,51,1494
4930,10,52,1494
8111,6,46,1491
2244,7,7,1488
1370,10,36,1488
1972,14,45,1488
9941,12,45,1485
8941,10,38,1484
5860,11,31,1483
4817,12,58,1483
10623,12,31,1481
8425,15,21,1480
2517,11,45,1480
3920,9,23,1479
2070,11,36,1477
2165,12,46,1477
627,11,49,1476
1499,10,46,1475
7433,11,51,1474
1808,12,53,1471
6572,12,44,1468
1514,11,51,1466
7509,11,55,1466
1267,11,51,1462
7796,10,48,1460
11342,14,51,1459
10077,13,45,1456
12376,11,47,1455
11378,10,28,1451
10045,12,45,1446
1271,10,44,1444
1545,10,47,1440
7558,13,47,1437
3560,12,41,1435
12243,9,44,1435
6540,9,45,1432
3916,13,44,1432
3285,11,19,1430
4939,13,47,1429
11285,10,36,1428
10393,11,49,1428
5935,13,57,1427
2202,4,1,1424
6933,11,50,1421
7682,10,46,1421
8514,8,40,1417
5047,7,48,1412
352,10,49,1410
5892,13,58,1404
614,4,33,1404
8888,10,55,1404
1547,11,48,1402
3365,11,54,1401
10330,10,50,1400
3437,11,46,1399
1416,4,15,1398
9430,5,51,1398
5444,11,47,1398
6442,13,34,1396
3173,13,44,1394
7732,7,35,1393
3839,4,55,1393
7345,11,50,1393
8069,13,47,1391
10821,11,31,1388
8466,13,53,1387
8869,12,36,1382
9062,14,43,1382
11801,11,44,1381
8437,9,46,1380
8836,9,49,1378
9089,14,53,1374
4800,9,39,1372
7026,12,54,1371
112,8,27,1370
3463,11,30,1368
6876,12,42,1367
3120,11,52,1367
10164,10,46,1367
6463,8,47,1363
11695,10,49,1362
8765,13,31,1361
254,14,21,1361
1095,9,42,1360
6016,11,50,1360
9271,9,42,1359
10529,9,46,1358
11402,12,42,1358
129,12,47,1357
7322,14,47,1356
1978,13,46,1355
6760,9,44,1354
8302,9,48,1354
4091,11,35,1353
12055,7,51,1348
975,13,50,1348
9002,16,56,1340
5864,11,31,1340
404,12,24,1338
6681,14,41,1336
6860,16,57,1335
7078,16,61,1330
9218,11,32,1329
748,5,33,1323
11145,11,47,1321
5414,10,49,1320
1558,16,42,1320
2718,13,47,1316
6049,15,49,1315
1842,14,45,1312
10429,11,52,1312
3358,11,52,1309
11306,12,44,1309
8911,14,34,1308
10819,12,47,1305
9781,14,54,1305
9025,7,43,1305
8340,11,41,1302
7820,6,40,1300
7080,16,51,1299
2277,16,56,1298
1538,7,47,1298
11391,8,43,1297
8826,8,47,1297
10288,6,14,1294
4837,4,38,1294
3590,13,53,1292
11515,12,54,1290
10566,10,46,1288
9432,12,52,1288
3321,15,51,1288
5082,10,47,1287
5165,9,49,1286
9693,8,35,1285
3956,14,46,1282
10418,11,48,1278
7094,15,53,1278
5099,9,50,1278
8014,12,34,1276
4634,11,10,1274
8254,11,50,1273
4239,13,53,1267
7923,8,45,1265
2760,12,53,1264
9200,14,50,1264
6768,12,46,1264
4323,10,50,1262
10390,12,51,1261
9154,7,50,1257
11037,7,57,1255
3923,15,44,1254
10395,12,47,1252
778,12,49,1252
8840,15,49,1250
2012,15,48,1248
8025,11,35,1248
418,11,50,1247
6821,13,28,1247
5876,4,46,1247
9722,11,48,1246
6741,12,50,1246
9554,11,44,1245
4963,11,40,1245
3414,14,47,1243
8416,12,47,1242
4685,12,52,1242
8083,5,39,1240
2838,10,48,1240
2636,12,31,1239
7186,16,37,1238
10836,14,38,1236
1925,10,21,1235
4572,10,48,1230
4537,10,52,1227
11259,11,48,1227
10399,11,53,1222
4606,8,51,1220
11112,13,31,1218
255,12,48,1217
9244,13,48,1211
6966,12,53,1209
11862,12,33,1208
4633,17,59,1207
12217,10,22,1207
11935,9,52,1204
7220,8,47,1204
7202,6,45,1203
17,14,41,1202
2211,14,52,1202
2556,10,37,1201
8993,12,52,1200
7749,11,46,1200
5088,12,31,1199
8152,7,52,1198
1281,14,53,1196
2789,13,51,1194
10403,14,41,1194
10528,11,44,1194
1623,8,25,1193
6924,13,52,1192
2749,10,26,1191
8986,14,49,1191
11993,13,49,1187
5734,10,41,1185
3018,10,50,1184
64,15,48,1183
6325,12,26,1183
1065,11,50,1182
6926,10,32,1181
11318,10,47,1177
3229,15,54,1176
57,13,51,1175
7545,12,45,1174
5922,14,22,1174
623,7,28,1171
2044,14,45,1170
6747,10,32,1169
6932,14,52,1168
9075,10,53,1167
19,12,41,1164
6189,12,52,1163
9880,7,48,1160
11028,13,42,1159
11680,6,56,1159
811,12,51,1158
7921,4,40,1157
1492,9,42,1156
8686,14,45,1155
8098,11,44,1155
11232,10,49,1152
6783,11,30,1150
11563,7,44,1149
1815,12,52,1148
4430,12,41,1147
4427,9,48,1145
1917,11,19,1144
3995,7,25,1144
1137,10,31,1139
472,11,40,1138
3601,8,30,1138
5611,6,41,1137
1193,15,59,1135
9206,12,15,1135
2194,6,40,1134
10771,13,54,1134
12189,11,49,1134
10205,7,48,1133
10527,12,46,1133
12016,6,10,1132
8871,11,47,1131
10455,12,43,1127
1485,10,42,1124
6242,7,20,1124
10264,12,37,1123
1626,11,46,1123
675,13,51,1122
6320,13,33,1121
4045,7,48,1120
4115,8,36,1118
6224,11,49,1117
4014,7,21,1115
9389,9,42,1115
10193,8,55,1114
6350,13,50,1112
4354,14,46,1110
8796,12,48,1108
4682,13,40,1107
9048,11,48,1107
251,10,43,1105
4629,14,50,1105
1641,13,47,1105
12296,4,50,1104
5192,10,39,1102
5002,12,51,1101
7830,9,43,1100
9530,11,49,1099
712,9,33,1099
2477,13,51,1095
6574,15,25,1092
3344,13,46,1091
6434,15,37,1090
3554,11,17,1089
3827,13,52,1088
6726,12,52,1088
6096,6,48,1087
7770,12,46,1087
5342,10,47,1083
11297,11,53,1082
8726,7,44,1082
9056,12,40,1079
10365,10,41,1078
9813,9,27,1075
8068,6,33,1074
6793,13,48,1074
7386,10,51,1074
8234,15,41,1073
10768,14,58,1070
8187,11,32,1069
6940,7,37,1069
2773,13,49,1069
10064,12,46,1068
10327,14,47,1068
10503,12,47,1066
3217,7,52,1065
8921,9,35,1064
4097,13,46,1064
9968,8,22,1063
596,14,53,1062
11549,12,45,1061
6630,14,35,1058
10273,10,39,1054
10183,9,16,1054
1297,7,48,1053
3371,11,46,1052
6094,7,54,1052
11634,9,42,1051
10969,10,33,1051
4959,6,40,1051
113,9,45,1050
7066,10,59,1050
605,15,52,1050
7711,14,58,1049
560,14,44,1049
3481,11,46,1048
726,12,49,1047
2516,13,46,1046
9280,10,52,1046
2468,8,48,1045
8272,11,27,1045
329,9,52,1044
8171,12,52,1044
2591,10,44,1043
10589,14,45,1043
9685,14,47,1042
5497,12,52,1041
7989,10,33,1041
860,14,57,1041
6155,12,46,1038
3228,8,52,1037
4926,14,45,1037
478,11,27,1036
10029,8,49,1036
2697,9,38,1035
10222,13,38,1034
8449,14,44,1029
11607,8,47,1029
552,13,47,1028
10230,7,47,1027
2366,10,54,1025
9356,13,52,1024
8156,12,45,1023
3257,5,40,1022
12321,10,41,1020
4236,14,56,1019
131,14,56,1018
12047,10,44,1018
6636,15,57,1017
5104,10,46,1017
189,11,49,1017
5816,13,27,1016
7988,13,51,1015
11630,14,52,1013
5906,11,50,1013
6266,11,46,1011
3419,8,44,1011
10478,14,55,1009
1201,11,47,1009
7295,12,38,1009
11058,11,47,1007
6214,12,51,1005
8484,16,39,1005
5901,11,48,1005
11540,11,15,1002
10992,11,53,1001
7963,11,43,1000
11296,11,36,995
1360,15,45,993
9719,12,43,993
7705,12,41,991
11696,8,45,991
422,14,45,989
6887,10,42,987
609,15,29,986
2736,10,47,986
2461,11,45,982
550,15,46,982
8197,15,43,981
9249,13,48,978
11300,12,39,976
3488,8,43,975
2072,9,7,975
9702,10,30,975
2275,11,29,974
1389,13,42,971
5239,8,36,971
7668,12,11,969
10463,13,46,968
3372,15,49,967
10532,11,44,966
11160,4,38,964
10798,12,49,963
7983,3,47,963
6183,13,52,962
1025,12,19,962
7871,16,52,962
1249,16,54,962
9334,4,47,961
11205,10,44,961
200,8,40,960
9418,8,47,959
2995,14,43,959
7530,12,47,958
140,8,42,958
5835,6,49,958
6533,9,49,957
8235,12,17,956
10381,11,55,955
6176,7,52,954
4157,12,51,951
10676,6,29,950
5019,3,11,950
2779,7,60,948
2997,8,50,942
11001,14,25,942
11412,14,47,940
8031,10,53,940
1988,9,47,939
8828,13,53,939
4615,7,48,938
3383,11,57,937
165,14,39,936
3044,7,51,936
486,10,49,934
7832,11,47,934
4130,5,17,932
7206,13,47,931
845,10,36,927
10276,7,28,926
107,11,40,926
3969,10,42,926
298,14,57,925
4010,14,43,925
1858,13,24,924
717,11,45,923
3224,10,48,923
234,13,31,921
5589,9,36,921
4182,14,49,919
3588,14,50,916
2308,13,46,916
2778,13,48,915
12014,12,50,915
5815,11,52,915
9315,16,53,914
6364,14,44,914
3289,14,33,912
6293,7,39,911
4477,13,49,907
2824,13,48,906
7634,15,38,905
18,13,46,905
9332,11,46,904
7646,13,46,900
6657,12,24,898
4382,7,47,897
5506,9,37,897
227,10,45,896
1461,13,24,896
428,12,48,895
5296,5,40,894
7475,7,49,894
7577,12,51,892
4846,7,35,892
1433,13,46,892
5871,10,43,891
10662,11,42,891
9776,16,47,890
3423,11,54,890
6536,8,40,890
6422,11,56,890
4581,12,47,889
10187,12,48,889
10396,14,57,888
11051,13,45,887
1355,12,51,884
4905,8,53,884
1387,5,45,884
528,10,48,882
3641,14,47,882
9235,15,44,881
5651,13,56,879
6723,10,47,878
2312,11,44,876
11329,12,52,875
6597,13,49,875
8781,9,47,872
6784,12,45,872
335,11,54,871
3181,13,51,870
12293,11,50,870
6995,13,49,869
3523,16,54,869
10708,10,42,869
10760,13,47,868
8741,12,42,865
5271,13,28,865
9186,14,53,863
11869,9,52,862
5168,7,47,861
941,10,47,860
6759,11,40,860
1400,16,42,860
5256,10,43,859
11371,9,53,858
969,11,48,857
10599,12,56,857
11417,14,53,856
11354,5,52,856
2535,9,51,855
9890,12,52,854
5954,12,43,854
5021,6,21,854
10751,11,55,846
9732,6,37,845
8223,10,27,845
7968,12,56,844
11582,13,57,844
1920,9,50,844
9599,12,43,843
4174,15,54,842
11656,11,52,841
10583,13,48,841
6688,15,48,840
1994,9,15,838
8839,14,34,838
6052,12,49,837
5676,12,52,836
5131,5,27,835
11644,7,45,834
4862,11,40,833
3581,10,47,833
5193,12,60,830
2676,6,41,828
6849,12,42,827
1371,12,45,827
9397,13,45,821
8312,13,54,821
4316,7,48,820
5060,11,54,820
6628,9,47,819
8846,6,51,818
2916,14,51,818
9537,12,49,817
1643,6,54,815
11770,12,51,814
2862,11,39,813
8293,15,55,813
3194,6,47,813
3175,10,46,813
1432,8,55,812
12122,9,40,812
710,14,47,809
4357,11,40,809
4896,14,47,809
7108,14,49,808
1605,10,45,804
3670,11,55,802
2920,12,54,801
11484,10,51,800
410,6,44,800
9344,10,56,800
5269,10,47,798
2917,13,55,797
11892,15,47,797
4657,11,49,796
6119,12,50,796
2853,12,40,795
2505,15,35,794
6483,11,19,793
27,12,38,793
12262,12,42,793
9888,11,59,792
1577,11,46,792
7673,11,48,791
11538,9,46,791
10448,5,44,791
7159,13,47,790
2148,3,39,790
7114,13,50,790
5547,14,45,790
4156,12,34,790
9656,13,31,788
11994,12,48,786
8158,15,56,785
7151,13,49,785
10231,5,48,785
3360,9,41,784
10695,11,46,784
7573,7,51,784
8342,14,46,784
1848,12,42,783
2657,10,52,782
7306,10,51,781
5961,10,52,780
6854,10,16,780
411,8,56,779
8965,11,44,778
8958,13,51,777
10149,12,47,777
5003,10,49,776
12227,12,57,775
9204,10,52,774
10224,13,55,774
9429,12,51,773
11215,11,53,773
537,13,56,772
839,11,47,771
6795,12,53,770
5122,13,47,770
2427,11,48,770
667,10,13,769
11970,9,47,767
5744,12,49,767
1362,8,50,767
9663,9,27,766
11887,9,59,766
7139,8,35,764
6728,8,53,764
1697,11,46,763
8811,11,46,762
9446,11,53,762
916,14,49,761
1083,14,56,760
3380,12,32,760
3597,14,52,759
9940,14,48,759
11151,6,59,757
1299,10,53,757
11624,9,48,757
10591,10,46,756
8517,13,53,755
1480,10,49,754
9475,15,51,751
108,9,49,751
10937,13,47,750
209,9,47,750
7531,10,24,749
5540,11,48,749
5546,13,31,747
4337,15,37,746
9396,13,50,746
8734,13,49,745
4234,12,43,739
8264,5,9,738
12182,14,54,738
7418,11,57,736
6835,10,51,735
10699,11,35,735
9511,8,49,735
7024,5,21,733
10270,12,51,732
10292,14,46,732
557,12,46,731
5230,15,46,730
12284,13,37,729
11268,9,28,729
3630,12,61,728
4233,13,47,727
6562,11,42,726
8599,13,49,726
6019,13,49,726
10530,6,43,724
10154,9,50,723
2820,11,39,722
5761,13,48,721
5313,11,45,720
5254,10,47,720
12017,8,37,719
7109,15,46,719
6652,8,48,719
6309,13,49,719
6188,9,38,718
5273,13,41,718
11688,7,47,714
8531,13,53,713
8843,13,43,712
7422,14,51,711
4348,13,50,710
9325,12,63,710
1233,14,54,708
6775,12,36,707
9011,10,42,707
1103,15,58,705
6971,11,50,705
4380,8,48,704
4917,8,29,703
666,11,52,702
11067,8,60,701
11144,12,56,700
11198,13,37,700
4355,12,47,700
11197,12,42,699
5142,10,47,698
3556,4,44,697
7303,11,32,695
8595,10,49,695
11649,9,45,694
10911,12,56,693
2406,10,25,693
5072,12,51,693
3575,12,54,692
8467,8,50,692
12371,7,46,691
9444,10,48,691
2682,5,49,690
7271,13,52,689
2827,12,44,687
9768,14,17,687
8935,8,49,685
5642,16,53,684
2653,14,29,683
449,12,53,682
9992,11,47,681
7125,13,42,681
2774,11,50,680
8505,12,44,678
12288,9,56,678
1995,13,54,677
930,6,18,675
4888,11,46,673
4101,12,52,673
8861,11,51,672
8819,11,53,672
6890,13,52,672
6316,12,49,672
1275,6,55,671
11313,7,43,671
11453,9,50,668
2799,12,35,668
9187,12,49,668
9510,11,45,667
5785,8,46,667
322,13,50,666
2600,11,39,665
5936,9,31,665
5338,8,52,665
162,12,50,664
2249,12,47,663
9194,12,52,661
12027,15,58,661
7905,13,50,659
10501,13,43,658
2763,7,44,657
4090,11,52,657
3168,13,49,656
496,13,50,656
11534,12,30,656
5879,6,16,655
12235,9,50,655
3633,9,40,655
7262,11,51,655
4655,10,50,654
7699,13,49,652
4031,13,45,652
8295,10,53,652
11543,8,49,649
4931,12,47,649
3209,9,47,648
4121,12,51,648
4168,14,43,648
3066,14,52,647
4203,13,44,647
259,13,32,647
5407,9,43,646
2179,16,52,644
12104,9,53,644
9113,11,50,643
4811,11,52,643
7352,14,52,643
3544,9,47,642
11883,11,51,642
1781,14,49,641
9045,12,21,641
2404,11,44,640
12025,12,49,640
4780,6,28,640
6610,9,47,639
3012,4,53,639
10244,12,51,637
10281,12,48,636
11345,15,44,635
10977,14,47,635
11568,10,49,634
9410,11,47,634
9589,9,35,634
649,13,47,633
8352,11,55,632
6430,11,45,632
7948,12,43,632
4231,11,51,631
7690,11,48,629
3585,11,45,627
10780,14,47,626
739,11,51,624
10947,9,46,624
1072,12,40,623
8384,7,50,623
11974,11,43,623
9769,8,49,622
7632,10,44,622
3214,12,54,618
611,8,26,617
3329,9,53,617
6425,16,44,616
9945,18,51,616
10754,13,45,615
10361,10,52,615
5557,11,43,614
4441,8,46,614
9494,12,32,612
11127,12,53,612
1656,6,38,612
12160,11,43,611
11315,11,53,610
8418,12,50,610
5894,12,53,609
2743,12,46,609
1730,11,53,609
4739,5,16,609
6381,13,43,608
5033,10,40,608
1091,8,47,607
4428,13,42,607
4407,8,29,607
5886,8,32,606
6331,13,55,606
7910,6,54,605
11325,12,33,605
7608,10,39,605
4614,11,45,604
50,11,45,604
7226,13,24,603
585,8,49,602
6104,15,55,601
2218,13,49,601
12374,16,58,600
875,13,34,599
9145,9,53,599
12356,12,45,598
6021,11,34,598
8573,9,54,598
10730,11,23,598
11959,12,39,597
783,6,36,597
637,13,38,597
326,13,55,595
6073,14,52,593
3847,12,43,593
11791,9,53,591
7583,12,43,591
2913,10,55,591
2399,6,54,591
9820,12,49,589
2563,13,46,589
11474,12,44,589
293,15,41,589
5222,10,49,588
2842,11,13,588
1290,15,43,587
5383,10,50,587
2188,12,43,586
10890,13,18,586
2527,15,49,586
10785,9,37,585
2753,16,50,584
5928,11,31,584
12041,11,51,584
11743,8,31,583
4144,14,34,582
1673,13,48,581
7196,9,33,581
11799,7,49,580
9699,12,32,580
2941,10,43,580
4727,8,55,580
12135,16,46,579
4796,16,52,579
2608,14,53,579
6086,13,39,579
5641,13,46,577
11933,11,46,577
11503,12,53,577
10626,10,24,576
715,14,50,576
7425,8,29,576
4692,12,57,575
4296,12,57,575
6513,13,44,574
3198,7,33,573
7822,14,52,573
1192,13,55,573
5045,11,43,572
8700,13,10,572
4910,11,45,572
11623,9,53,571
2580,11,47,569
10934,10,50,569
11814,10,39,569
1503,12,51,568
8447,10,50,566
3039,12,53,566
2691,11,50,565
12368,12,52,564
1403,11,56,564
11818,12,46,564
35,11,31,564
5365,12,55,564
6976,10,49,564
5873,8,53,563
553,13,48,563
986,5,49,562
8728,6,50,562
4103,12,54,561
8854,7,47,561
1634,10,47,561
5172,10,41,560
10649,8,47,559
6184,12,34,559
11681,11,50,558
11062,6,25,556
11437,13,47,556
9159,11,57,556
10889,11,50,555
6596,15,11,555
10678,13,47,555
12126,9,50,554
1593,9,48,554
1929,12,49,549
12043,9,48,549
4997,11,46,548
8365,15,53,548
8653,8,41,547
1622,15,48,547
1332,10,51,546
9452,9,51,546
3177,15,31,545
10764,17,55,545
7453,10,42,544
9379,12,53,544
9640,8,38,542
3026,12,46,542
178,11,48,540
6722,11,52,538
3672,8,47,535
8873,7,55,535
6698,11,42,534
11919,10,55,533
1989,13,38,532
8091,14,29,532
11966,13,47,531
1010,14,47,531
1308,7,54,531
6534,8,33,530
10659,10,48,528
447,13,51,528
2604,15,49,528
8486,12,27,527
8633,12,54,527
3953,11,52,527
996,12,38,526
4192,2,8,526
9786,15,59,526
6919,15,58,526
4766,14,50,526
16,9,34,526
2264,10,39,525
4396,12,32,523
1061,12,46,523
5833,11,50,523
303,12,52,522
8829,6,54,521
8676,11,49,521
6269,10,45,521
9770,6,60,520
3864,13,51,520
3650,12,54,519
6918,10,1,519
12300,12,47,517
12375,6,50,516
3474,12,39,515
10386,14,49,515
6832,12,32,514
10861,7,45,514
11939,14,34,512
6680,10,49,512
6239,7,17,511
5505,6,51,511
6257,12,32,511
7654,12,53,511
135,14,52,510
9269,14,42,510
4635,12,48,510
3003,10,53,510
11813,13,49,510
919,12,44,509
421,3,44,509
5107,17,59,508
5063,4,54,508
6914,8,24,508
9225,17,42,508
1467,11,30,508
7050,13,46,507
1068,14,54,507
4585,14,50,507
8548,12,34,507
3273,13,51,507
6374,11,43,507
6960,16,26,506
6279,12,50,506
4954,14,52,506
7067,12,50,506
3555,11,35,506
10807,13,32,505
5043,7,32,505
7674,6,20,504
2843,12,47,503
11305,9,35,503
7795,13,29,503
3992,10,53,503
8330,12,44,502
10886,13,19,502
7452,7,44,502
8699,15,45,501
9034,10,18,500
7925,14,47,500
11523,8,33,497
2983,11,50,496
673,12,17,496
7008,12,27,496
4676,11,48,495
10079,13,41,494
1067,9,26,494
1454,4,48,494
1779,10,21,494
7771,14,50,493
4539,9,25,492
5519,15,51,492
11272,13,41,492
12378,12,44,492
4199,11,52,492
7454,9,51,491
9314,13,56,491
12199,7,36,491
9162,5,43,491
11110,11,39,491
7290,10,40,490
6769,14,42,489
8716,11,54,489
6648,11,34,489
6129,12,44,489
10748,8,43,488
8201,5,52,488
1238,12,47,487
3616,6,44,487
6608,7,31,487
7407,11,45,486
11261,10,54,486
7384,8,49,485
1376,11,51,484
3269,11,56,484
8258,12,49,484
544,12,47,484
8618,14,51,483
12102,12,38,482
1541,7,35,481
6372,8,15,481
5069,14,46,480
1117,12,54,480
7192,13,46,480
3447,9,44,480
8470,11,49,479
1058,12,51,479
6393,14,56,478
8732,10,48,478
46,13,48,478
8101,14,47,478
2200,12,54,478
9913,10,42,478
7292,14,48,478
1671,15,53,476
4935,4,36,475
5134,14,50,474
8401,8,45,473
2652,11,39,472
11020,12,48,472
7092,10,51,472
1415,12,53,471
12195,11,44,470
1060,7,23,470
10769,11,52,469
2603,11,57,468
4238,10,49,468
10914,10,44,468
12120,14,54,468
10655,12,37,467
7340,12,54,467
11669,12,24,467
9069,13,21,465
1744,6,51,465
1086,12,45,465
3583,12,31,464
12178,13,52,463
11245,16,60,462
1115,11,50,462
3967,15,48,460
6578,11,33,459
4993,15,44,458
12301,10,24,458
5146,11,55,458
9784,12,31,458
526,12,50,457
8546,8,43,457
12184,11,49,456
7802,11,32,456
11843,15,52,456
11279,12,49,455
2651,10,42,455
5135,5,29,455
9142,7,53,455
4531,13,54,455
7218,12,41,454
8288,7,32,454
1996,13,42,453
6321,13,51,452
9358,13,46,452
337,9,42,452
4992,15,55,451
494,12,49,451
3108,7,43,451
9223,9,42,451
6367,9,48,451
5939,9,45,450
7918,12,47,449
365,7,52,449
9582,13,38,449
1721,13,42,448
10729,16,58,447
7019,12,47,447
11616,11,43,447
3589,15,50,446
208,14,45,446
8188,13,48,445
9897,11,40,445
5281,9,42,445
10777,13,53,445
284,11,59,444
11985,17,52,444
770,10,53,444
7188,11,46,443
9971,12,44,443
39,12,46,442
5985,12,43,442
11169,8,53,442
1036,10,43,441
5789,12,52,439
10126,12,48,439
11494,10,51,439
3832,3,45,438
1384,14,43,438
6987,15,51,437
9993,6,43,437
6288,13,45,436
10445,12,48,436
11190,11,29,436
6962,8,57,435
4668,14,48,435
5462,6,27,435
7593,6,44,435
11836,13,46,434
5124,15,49,433
7569,15,54,433
